ref_date_raw,start_year,geo,sex,age_group,indicator,value,uom,metric_type,quality_flag,ref_date,dguid,characteristic,uom_id,scalar_factor,scalar_id,vector,coordinate,symbol,terminated,decimals
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",24.8,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269849,114.1.3.5.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",24.6,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269849,114.1.3.5.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over",Mood disorder,9.3,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269891,114.1.3.11.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over",Mood disorder,17.5,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269891,114.1.3.11.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over",Mood disorder,17.5,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269891,114.1.3.11.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over",Anxiety disorder,11.0,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269898,114.1.3.12.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over",Anxiety disorder,21.6,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269898,114.1.3.12.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over",Anxiety disorder,21.5,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269898,114.1.3.12.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Cannabis use, past 12 months",31.0,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269919,114.1.3.15.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Cannabis use, past 12 months",31.9,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269919,114.1.3.15.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Cannabis use, past 12 months",34.5,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269919,114.1.3.15.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over",Heavy drinking,27.2,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269947,114.1.3.19.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over",Heavy drinking,26.0,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269947,114.1.3.19.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over",Heavy drinking,23.7,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269947,114.1.3.19.4,,,1
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",86.5,percent,percent,,2019/2020,2021A000261,Percent,239,units,0,v1807269975,114.1.3.23.4,,,1
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.9,percent,percent,,2021/2022,2021A000261,Percent,239,units,0,v1807269975,114.1.3.23.4,,,1
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.8,percent,percent,,2023/2024,2021A000261,Percent,239,units,0,v1807269975,114.1.3.23.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",48.7,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807274609,116.1.1.3.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",44.8,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274609,116.1.1.3.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",42.6,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274609,116.1.1.3.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",8.2,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807274616,116.1.1.4.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.9,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274616,116.1.1.4.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",15.2,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274616,116.1.1.4.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",13.9,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274623,116.1.1.5.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.1,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274623,116.1.1.5.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",15.4,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274623,116.1.1.5.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over",Mood disorder,7.3,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274665,116.1.1.11.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over",Mood disorder,14.2,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274665,116.1.1.11.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over",Mood disorder,14.6,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274665,116.1.1.11.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over",Anxiety disorder,7.6,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274672,116.1.1.12.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over",Anxiety disorder,9.6,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274672,116.1.1.12.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000262,Percent,239,units,0,v1807274672,116.1.1.12.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",43.0,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274693,116.1.1.15.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",47.7,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274693,116.1.1.15.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",46.5,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274693,116.1.1.15.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over",Heavy drinking,21.8,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274721,116.1.1.19.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over",Heavy drinking,26.4,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274721,116.1.1.19.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over",Heavy drinking,21.0,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274721,116.1.1.19.4,,,1
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",83.7,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274749,116.1.1.23.4,,,1
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.8,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274749,116.1.1.23.4,,,1
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",83.2,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274749,116.1.1.23.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",,percent,percent,F,2019/2020,2021A000262,Percent,239,units,0,v1807274784,116.1.2.3.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",49.8,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274784,116.1.2.3.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",46.2,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274784,116.1.2.3.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Perceived mental health, fair or poor",8.9,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807274791,116.1.2.4.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.1,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274791,116.1.2.4.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.6,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274791,116.1.2.4.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",12.7,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274798,116.1.2.5.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.7,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274798,116.1.2.5.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",13.8,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274798,116.1.2.5.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over",Mood disorder,8.0,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274840,116.1.2.11.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over",Mood disorder,13.5,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274840,116.1.2.11.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over",Mood disorder,11.0,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274840,116.1.2.11.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over",Anxiety disorder,6.0,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274847,116.1.2.12.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over",Anxiety disorder,5.2,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274847,116.1.2.12.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000262,Percent,239,units,0,v1807274847,116.1.2.12.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Cannabis use, past 12 months",57.9,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807274868,116.1.2.15.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Cannabis use, past 12 months",59.6,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274868,116.1.2.15.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Cannabis use, past 12 months",55.8,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274868,116.1.2.15.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over",Heavy drinking,27.0,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807274896,116.1.2.19.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over",Heavy drinking,32.4,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274896,116.1.2.19.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over",Heavy drinking,21.1,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274896,116.1.2.19.4,,,1
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.7,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274910,116.1.2.23.4,,,1
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.7,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274910,116.1.2.23.4,,,1
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",82.4,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274910,116.1.2.23.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",,percent,percent,F,2019/2020,2021A000262,Percent,239,units,0,v1807274945,116.1.3.3.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",39.6,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274945,116.1.3.3.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",38.9,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274945,116.1.3.3.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Perceived mental health, fair or poor",7.5,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807274952,116.1.3.4.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Perceived mental health, fair or poor",20.9,percent,percent,E,2021/2022,2021A000262,Percent,239,units,0,v1807274952,116.1.3.4.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Perceived mental health, fair or poor",17.9,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274952,116.1.3.4.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",15.1,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807274959,116.1.3.5.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.5,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807274959,116.1.3.5.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.0,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807274959,116.1.3.5.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over",Mood disorder,6.6,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807275001,116.1.3.11.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over",Mood disorder,14.9,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807275001,116.1.3.11.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over",Mood disorder,18.3,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807275001,116.1.3.11.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over",Anxiety disorder,9.3,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807275008,116.1.3.12.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over",Anxiety disorder,14.0,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807275008,116.1.3.12.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000262,Percent,239,units,0,v1807275008,116.1.3.12.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Cannabis use, past 12 months",27.5,percent,percent,,2019/2020,2021A000262,Percent,239,units,0,v1807275029,116.1.3.15.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Cannabis use, past 12 months",35.4,percent,percent,E,2021/2022,2021A000262,Percent,239,units,0,v1807275029,116.1.3.15.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Cannabis use, past 12 months",37.0,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807275029,116.1.3.15.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over",Heavy drinking,16.3,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807275057,116.1.3.19.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over",Heavy drinking,20.3,percent,percent,,2021/2022,2021A000262,Percent,239,units,0,v1807275057,116.1.3.19.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over",Heavy drinking,20.8,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807275057,116.1.3.19.4,,,1
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",81.6,percent,percent,E,2019/2020,2021A000262,Percent,239,units,0,v1807275085,116.1.3.23.4,,,1
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.8,percent,percent,E,2021/2022,2021A000262,Percent,239,units,0,v1807275085,116.1.3.23.4,,,1
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",84.1,percent,percent,,2023/2024,2021A000262,Percent,239,units,0,v1807275085,116.1.3.23.4,,,1
